Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
Ohh Lucky Oh God That,Rachel,6,positive,1427,8,676,8,5,5,"00:10:52,635","00:10:57,489"
You idea nightmare This hard,Ross,5,negative,1427,9,676,9,5,5,"00:11:03,996","00:11:09,042"
Oh yeah really Is Ross Yeah Okay well let make little bit easier,Rachel,0,negative,1427,10,676,10,5,5,"00:11:09,210","00:11:15,632"
Yeah well 's mad I,Rachel,0,negative,1427,14,676,14,5,5,"00:11:18,135","00:11:20,970"
These little women Wow,Joey,6,positive,1428,0,677,0,3,13,"00:09:23,145","00:09:27,357"
Your liking huh,Chandler,4,neutral,1428,1,677,1,3,13,"00:09:28,526","00:09:29,609"
Oh yeah Amy burned Jo Åf manuscript I Åf see could ever forgive,Joey,3,positive,1428,2,677,2,3,13,"00:09:29,777","00:09:35,657"
Oh yeah Amy burned Jo Åf manuscript I Åf see could ever forgive,Joey,3,positive,1429,0,677,2,3,13,"00:09:29,777","00:09:35,657"
Umm Jo Åf girl Åf short Josephine,Ross,4,neutral,1429,1,677,3,3,13,"00:09:38,869","00:09:41,871"
Hey guys get anything done,Frank,3,positive,1431,2,678,12,3,5,"00:04:34,023","00:04:37,025"
We Åf really,Chandler,4,neutral,1431,3,678,13,3,5,"00:04:37,193","00:04:39,069"
Yeah I thinking maybe could go Time Square pick ninja stars,Frank,4,neutral,1431,4,678,16,3,5,"00:04:46,577","00:04:51,373"
And oh um friend Larry wants take picture hooker,Frank,4,neutral,1431,5,678,17,3,5,"00:04:51,541","00:04:55,585"
You know Åf really take advantage living city,Chandler,4,neutral,1431,6,678,18,3,5,"00:04:57,171","00:05:00,215"
I Åf gon na get coffee,Phoebe,4,neutral,1432,7,678,11,3,5,"00:04:32,272","00:04:33,855"
Hey guys get anything done,Frank,3,positive,1432,8,678,12,3,5,"00:04:34,023","00:04:37,025"
Oh yeah Yeah Åf gon na connect y'know bond everything,Phoebe,3,positive,1432,9,678,15,3,5,"00:04:42,490","00:04:46,410"
Yeah I thinking maybe could go Time Square pick ninja stars,Frank,4,neutral,1432,10,678,16,3,5,"00:04:46,577","00:04:51,373"
And oh um friend Larry wants take picture hooker,Frank,4,neutral,1432,11,678,17,3,5,"00:04:51,541","00:04:55,585"
Yeah I thinking maybe could go Time Square pick ninja stars,Frank,4,neutral,1434,2,678,16,3,5,"00:04:46,577","00:04:51,373"
And oh um friend Larry wants take picture hooker,Frank,4,neutral,1434,3,678,17,3,5,"00:04:51,541","00:04:55,585"
Well guys lot big plans,Rachel,4,neutral,1435,2,678,14,3,5,"00:04:40,488","00:04:42,422"
Oh yeah Yeah Åf gon na connect y'know bond everything,Phoebe,3,positive,1435,3,678,15,3,5,"00:04:42,490","00:04:46,410"
Yeah I thinking maybe could go Time Square pick ninja stars,Frank,4,neutral,1436,2,678,16,3,5,"00:04:46,577","00:04:51,373"
And oh um friend Larry wants take picture hooker,Frank,4,neutral,1436,3,678,17,3,5,"00:04:51,541","00:04:55,585"
We Åf really,Chandler,4,neutral,1437,0,678,13,3,5,"00:04:37,193","00:04:39,069"
Well guys lot big plans,Rachel,4,neutral,1437,1,678,14,3,5,"00:04:40,488","00:04:42,422"
And horoscope says `` On fifth special someone going give gift,Rachel,3,positive,1438,2,679,2,6,21,"00:00:03,753","00:00:09,258"
Oh well thank advance,Chandler,3,positive,1438,3,679,3,6,21,"00:00:09,426","00:00:12,052"
Op twelfth brings lover Åf spat,Rachel,6,negative,1438,4,679,4,6,21,"00:00:12,220","00:00:20,853"
Oh wait nineteenth secret crush announces,Rachel,6,positive,1438,5,679,5,6,21,"00:00:21,021","00:00:25,733"
Oh God It Åf Joey Tribbiani Mac C.H.E.E.S.E,Rachel,6,positive,1438,7,679,8,6,21,"00:00:32,824","00:00:35,200"
Oh Åf right It Åf first day So psyched fight fake crime robot sidekick,Chandler,3,positive,1438,8,679,9,6,21,"00:00:38,455","00:00:43,584"
Op twelfth brings lover Åf spat,Rachel,6,negative,1439,0,679,4,6,21,"00:00:12,220","00:00:20,853"
Oh wait nineteenth secret crush announces,Rachel,6,positive,1439,1,679,5,6,21,"00:00:21,021","00:00:25,733"
But I got act robot Pheebs and-and I Åf know anything technology,Joey,2,negative,1439,3,679,12,6,21,"00:00:54,929","00:00:58,599"
I Åf even use Chandler Åf computer except find porn,Joey,0,negative,1439,4,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and Åf Åe cause Åf right turn,Joey,0,negative,1439,5,679,14,6,21,"00:01:03,271","00:01:06,231"
Oh Åf right It Åf first day So psyched fight fake crime robot sidekick,Chandler,3,positive,1440,2,679,9,6,21,"00:00:38,455","00:00:43,584"
Am I psyched The lead TV series I Åf dreamed years Why I preparing,Joey,3,positive,1440,3,679,10,6,21,"00:00:43,752","00:00:51,425"
But I got act robot Pheebs and-and I Åf know anything technology,Joey,2,negative,1440,4,679,12,6,21,"00:00:54,929","00:00:58,599"
I Åf even use Chandler Åf computer except find porn,Joey,0,negative,1440,5,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and Åf Åe cause Åf right turn,Joey,0,negative,1440,6,679,14,6,21,"00:01:03,271","00:01:06,231"
Am I psyched The lead TV series I Åf dreamed years Why I preparing,Joey,3,positive,1441,0,679,10,6,21,"00:00:43,752","00:00:51,425"
No Joey Åf going great,Phoebe,4,neutral,1441,1,679,11,6,21,"00:00:52,510","00:00:54,762"
But I got act robot Pheebs and-and I Åf know anything technology,Joey,2,negative,1441,2,679,12,6,21,"00:00:54,929","00:00:58,599"
I Åf even use Chandler Åf computer except find porn,Joey,0,negative,1441,3,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and Åf Åe cause Åf right turn,Joey,0,negative,1441,4,679,14,6,21,"00:01:03,271","00:01:06,231"
But I got act robot Pheebs and-and I Åf know anything technology,Joey,2,negative,1442,0,679,12,6,21,"00:00:54,929","00:00:58,599"
I Åf even use Chandler Åf computer except find porn,Joey,0,negative,1442,1,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and Åf Åe cause Åf right turn,Joey,0,negative,1442,2,679,14,6,21,"00:01:03,271","00:01:06,231"
I think lover Åf spat start little early month,Monica,0,negative,1442,3,679,15,6,21,"00:01:08,109","00:01:10,986"
I think lover Åf spat start little early month,Monica,0,negative,1443,0,679,15,6,21,"00:01:08,109","00:01:10,986"
I Åf waiting,Phoebe,4,neutral,1443,1,679,16,6,21,"00:01:11,154","00:01:12,446"
Now last minute I want apologize mess Okay,Monica,3,positive,1444,0,680,0,6,18,"00:08:45,733","00:08:48,485"
Oh God It sure Åf look way I lived,Rachel,6,positive,1444,1,680,1,6,18,"00:08:53,783","00:08:57,786"
Now look Åf one problem though,Monica,3,positive,1444,3,680,3,6,18,"00:09:01,249","00:09:02,582"
There Åf room one I guess one stay Joey Åf,Monica,4,neutral,1444,4,680,4,6,18,"00:09:02,750","00:09:06,545"
You Åf first guest Hotel Monica,Monica,3,positive,1444,7,680,10,6,18,"0:09:21,186","0:09:22,949"
Umm Åf tell like eggs morning,Monica,4,neutral,1444,8,680,11,6,18,"00:09:24,272","00:09:26,398"
And I thought I would bring Åf know bed,Monica,4,neutral,1444,9,680,12,6,18,"00:09:26,566","00:09:28,650"
Now look Åf one problem though,Monica,3,positive,1445,1,680,3,6,18,"00:09:01,249","00:09:02,582"
There Åf room one I guess one stay Joey Åf,Monica,4,neutral,1445,2,680,4,6,18,"00:09:02,750","00:09:06,545"
Well since fire kinda fault I guess get stay,Phoebe,5,negative,1445,3,680,5,6,18,"00:09:06,712","00:09:10,840"
You Åf first guest Hotel Monica,Monica,3,positive,1445,5,680,10,6,18,"0:09:21,186","0:09:22,949"
Umm Åf tell like eggs morning,Monica,4,neutral,1445,6,680,11,6,18,"00:09:24,272","00:09:26,398"
And I thought I would bring Åf know bed,Monica,4,neutral,1445,7,680,12,6,18,"00:09:26,566","00:09:28,650"
Well since fire kinda fault I guess get stay,Phoebe,5,negative,1446,0,680,5,6,18,"00:09:06,712","00:09:10,840"
Hey Hey-hey one Åf fault Pheebs Okay It accident,Rachel,4,neutral,1446,1,680,6,6,18,"00:09:11,008","00:09:15,679"
Well fault get nice room,Phoebe,4,neutral,1446,2,680,7,6,18,"00:09:15,846","00:09:17,973"
This Bactine It wo n't hurt,Monica,4,neutral,1447,0,681,0,1,7,"00:13:19,507","00:13:22,342"
Oh poor little Tooty scared death We find owner,Phoebe,5,negative,1448,1,681,2,1,7,"00:13:30,017","00:13:33,269"
Oh poor little Tooty scared death We find owner,Phoebe,5,negative,1449,0,681,2,1,7,"00:13:30,017","00:13:33,269"
Why n't put 'poor little Tooty hall,Ross,1,negative,1449,1,681,3,1,7,"00:13:33,521","00:13:35,855"
Why n't put 'poor little Tooty hall,Ross,1,negative,1450,0,681,3,1,7,"00:13:33,521","00:13:35,855"
During blackout He 'd get trampled,Rachel,5,negative,1450,1,681,4,1,7,"00:13:37,024","00:13:39,776"
Ben I want know may times I may around like,Ross,5,negative,1451,0,682,0,1,23,"00:20:29,436","00:20:37,401"
But I 'll still always come back like,Ross,4,neutral,1451,1,682,1,1,23,"00:20:39,988","00:20:45,576"
And sometimes I may away longer like,Ross,4,neutral,1451,2,682,2,1,23,"00:20:46,662","00:20:52,375"
But I 'll still always come back like,Ross,4,neutral,1451,3,682,3,1,23,"00:20:55,796","00:21:02,843"
And sometimes I 'll want steal third I 'll go like,Chandler,4,neutral,1451,4,682,4,1,23,"00:21:03,971","00:21:09,016"
And sometimes I 'll want steal third I 'll go like,Chandler,4,neutral,1452,0,682,4,1,23,"00:21:03,971","00:21:09,016"
Oh I know Look,Rachel,3,positive,1453,1,682,6,1,23,"00:21:19,778","00:21:22,238"
Oh I know Look,Rachel,3,positive,1454,0,682,6,1,23,"00:21:19,778","00:21:22,238"
Ben Ben hey Ben Nothing I n't think 's name,Joey,4,neutral,1454,1,682,7,1,23,"00:21:22,406","00:21:31,664"
Ben Ben hey Ben Nothing I n't think 's name,Joey,4,neutral,1455,0,682,7,1,23,"00:21:22,406","00:21:31,664"
Oh look look 's closing eyes Look 's opening eyes,Phoebe,3,positive,1455,1,682,8,1,23,"00:21:32,749","00:21:35,876"
He n't much,Joey,4,neutral,1455,2,682,9,1,23,"00:21:41,091","00:21:43,551"
Ben I want know may times I may around like,Ross,5,negative,1456,0,682,0,1,23,"00:20:29,436","00:20:37,401"
But I 'll still always come back like,Ross,4,neutral,1456,1,682,1,1,23,"00:20:39,988","00:20:45,576"
And sometimes I may away longer like,Ross,4,neutral,1456,2,682,2,1,23,"00:20:46,662","00:20:52,375"
But I 'll still always come back like,Ross,4,neutral,1456,3,682,3,1,23,"00:20:55,796","00:21:02,843"
He n't much,Joey,4,neutral,1456,4,682,9,1,23,"00:21:41,091","00:21:43,551"
No pretty much,Ross,4,neutral,1456,5,682,10,1,23,"00:21:43,719","00:21:46,554"
Ben I want know may times I may around like,Ross,5,negative,1457,0,682,0,1,23,"00:20:29,436","00:20:37,401"
But I 'll still always come back like,Ross,4,neutral,1457,1,682,1,1,23,"00:20:39,988","00:20:45,576"
And sometimes I may away longer like,Ross,4,neutral,1457,2,682,2,1,23,"00:20:46,662","00:20:52,375"
But I 'll still always come back like,Ross,4,neutral,1457,3,682,3,1,23,"00:20:55,796","00:21:02,843"
No pretty much,Ross,4,neutral,1457,4,682,10,1,23,"00:21:43,719","00:21:46,554"
You guys wan na get coffee,Rachel,4,neutral,1457,5,682,11,1,23,"0:21:53,812","0:21:54,954"
You guys wan na get coffee,Rachel,4,neutral,1458,0,682,11,1,23,"0:21:53,812","0:21:54,954"
Ben I want know may times I may around like,Ross,5,negative,1459,0,682,0,1,23,"00:20:29,436","00:20:37,401"
But I 'll still always come back like,Ross,4,neutral,1459,1,682,1,1,23,"00:20:39,988","00:20:45,576"
And sometimes I may away longer like,Ross,4,neutral,1459,2,682,2,1,23,"00:20:46,662","00:20:52,375"
But I 'll still always come back like,Ross,4,neutral,1459,3,682,3,1,23,"00:20:55,796","00:21:02,843"
All right I 'll see guys later,Ross,4,neutral,1459,5,682,13,1,23,"00:21:57,524","00:21:59,984"
Ben I want know may times I may around like,Ross,5,negative,1460,0,682,0,1,23,"00:20:29,436","00:20:37,401"
But I 'll still always come back like,Ross,4,neutral,1460,1,682,1,1,23,"00:20:39,988","00:20:45,576"
And sometimes I may away longer like,Ross,4,neutral,1460,2,682,2,1,23,"00:20:46,662","00:20:52,375"
But I 'll still always come back like,Ross,4,neutral,1460,3,682,3,1,23,"00:20:55,796","00:21:02,843"
All right I 'll see guys later,Ross,4,neutral,1460,4,682,13,1,23,"00:21:57,524","00:21:59,984"
Oh look 's closing eyes,Phoebe,4,neutral,1460,5,682,14,1,23,"00:22:32,726","00:22:35,561"
Well thank lunch,Chandler,4,neutral,1461,0,684,0,7,11,"00:08:04,901","00:08:06,902"
What Wait minute I Åf pay I thought paid,Rachel,4,neutral,1461,1,684,1,7,11,"00:08:07,069","00:08:09,070"
So apparently Åf pay food anymore Do see I see,Chandler,4,neutral,1461,2,684,2,7,11,"00:08:09,238","00:08:17,829"
Had money wrong hand,Chandler,4,neutral,1462,1,685,1,7,10,"0:05:12,448","0:05:14,695"
All right I Åf gon na go steam wedding dress okay Who wants responsibility making sure nothing happens,Monica,4,neutral,1463,0,686,0,7,23,"00:12:34,420","00:12:39,299"
Who wants Anybody,Monica,4,neutral,1463,2,686,2,7,23,"0:12:40,432","0:12:42,346"
I said I Åf,Rachel,0,negative,1463,3,686,3,7,23,"00:12:42,887","00:12:45,221"
Nobody wants All right I Åf,Monica,1,negative,1463,4,686,4,7,23,"00:12:42,887","00:12:49,517"
Monica I Åf gon na screw,Rachel,0,negative,1463,5,686,5,7,23,"00:12:45,473","00:12:49,517"
You Åf right I Åf sorry,Monica,5,negative,1463,6,686,6,7,23,"0:12:49,727","0:12:51,709"
Actually big help tonight,Monica,3,positive,1463,7,686,7,7,23,"0:12:51,709","0:12:53,419"
Yeah thanks putting grandmother cab making sure got hotel safely,Monica,4,neutral,1463,8,686,8,7,23,"00:12:53,606","00:12:57,192"
Well course I Åf,Rachel,3,positive,1463,9,686,9,7,23,"0:12:57,443","0:13:00,125"
Ugh What grandmother,Rachel,6,negative,1463,11,686,11,7,23,"00:13:03,491","00:13:05,033"
Hi Tag I conference call today correct,Rachel,4,neutral,1464,0,687,0,7,9,"00:03:36,257","00:03:39,635"
That mail guy idea something going us,Rachel,6,positive,1464,7,687,7,7,9,"00:03:50,438","00:03:53,565"
Hey Monica Åf Chip,Chip,4,neutral,1465,0,689,0,4,2,"0:01:38,723","0:01:40,705"
Good runnin Åf bank today ah Åf number 555-9323 Give call Later,Chip,4,neutral,1465,3,689,4,4,2,"00:01:42,519","00:01:48,023"
Chip Chip Matthews,Monica,4,neutral,1465,4,689,5,4,2,"00:01:48,191","00:01:50,484"
Who Åf Chip,Ross,4,neutral,1466,1,689,2,4,2,"0:01:41,059","0:01:42,151"
Chip Chip Matthews,Monica,4,neutral,1466,3,689,5,4,2,"00:01:48,191","00:01:50,484"
The guy took Rachel prom Why calling,Ross,6,positive,1466,4,689,6,4,2,"00:01:51,069","00:01:58,534"
Cause I ran bank still soo cute,Monica,3,positive,1466,5,689,7,4,2,"00:01:54,614","00:01:58,534"
Monica Åf lucky He Åf like popular guy school,Ross,3,positive,1466,6,689,8,4,2,"00:01:58,827","00:02:02,538"
I know Chip Hi It Åf Monica Åe Kay Åe Kay Okay Okay good-bye Oh God,Monica,3,positive,1466,7,689,9,4,2,"00:02:03,498","00:02:17,594"
Good Åe Cause I Åf got product report read Åf like eight pages I hope I Åf fall asleep,Rachel,4,neutral,1467,1,689,11,4,2,"00:02:31,985","00:02:37,739"
Why Did write,Ross,4,neutral,1467,2,689,12,4,2,"00:02:38,158","00:02:39,449"
Wow Look Chip Matthews called I wonder wants,Rachel,6,positive,1467,3,689,13,4,2,"00:02:44,539","00:02:49,168"
Well ah actually,Ross,4,neutral,1467,4,689,14,4,2,"00:02:50,753","00:02:52,254"
Here Åf tea Phoebe,Monica,4,neutral,1468,0,690,0,4,22,"00:14:28,951","00:14:31,077"
It Åf good Oh thanks,Phoebe,3,positive,1468,1,690,1,4,22,"00:14:36,584","00:14:41,546"
I Åf glad liked,Monica,3,positive,1468,2,690,3,4,22,"0:14:42,096","0:14:44,723"
It Åf good Oh thanks,Phoebe,3,positive,1469,0,690,1,4,22,"00:14:36,584","00:14:41,546"
What She made tea,Rachel,6,negative,1469,2,690,6,4,22,"00:14:46,427","00:14:48,461"
Oh No I-I think I contraction,Phoebe,6,negative,1469,3,690,7,4,22,"00:14:49,847","00:14:52,473"
I Åf glad liked,Monica,3,positive,1470,1,690,3,4,22,"0:14:42,096","0:14:44,723"
What She made tea,Rachel,6,negative,1470,3,690,6,4,22,"00:14:46,427","00:14:48,461"
I 've idea could Listen I 'm sorry I work tonight,Ross,5,negative,1471,0,692,0,2,15,"00:19:49,563","00:19:52,148"
Oh 's OK. You worth wait I n't mean tonight,Rachel,4,neutral,1471,1,692,1,2,15,"00:19:54,610","00:20:00,081"
Yeah well friends violation,Mr. Treeger,4,neutral,1472,1,693,1,4,4,"00:04:43,950","00:04:45,826"
I Åf nice guy uh I Åf need grief,Mr. Treeger,0,negative,1472,2,693,2,4,4,"00:04:46,077","00:04:49,479"
I Åf gon na call landlord tell Monica illegally subletting grandmother Åf apartment,Mr. Treeger,0,negative,1472,3,693,3,4,4,"00:04:49,789","00:04:54,835"
Your friends outta pal,Mr. Treeger,0,negative,1472,4,693,4,4,4,"00:04:55,044","00:04:57,337"
Why Åf tell something I Åf know,Joey,0,negative,1472,5,693,5,4,4,"00:04:58,840","00:05:01,717"
All right I found one fits,Chandler,3,positive,1473,0,694,0,7,20,"00:21:17,442","00:21:18,776"
Well Åf know say 23,Rachel,4,neutral,1473,1,694,1,7,20,"00:21:19,027","00:21:23,864"
Oh matter All matters look handsome,Rachel,5,negative,1473,3,694,3,7,20,"00:21:29,663","00:21:35,126"
No Don Åf say Don Åf say,Rachel,2,negative,1474,1,695,1,7,16,"00:09:18,182","00:09:20,517"
No Åf Go back repeating,Rachel,2,negative,1474,3,695,3,7,16,"0:09:21,707","0:09:22,375"
Hey Rach Hey mind I read comic books,Joey,4,neutral,1475,0,696,0,5,12,"00:16:05,214","00:16:09,050"
Oh well Chandler Monica 's kinda hard concentrate,Joey,4,neutral,1475,2,696,2,5,12,"00:16:13,806","00:16:17,809"
She called said gon na working late,Rachel,0,negative,1475,4,696,4,5,12,"00:16:18,852","00:16:22,438"
She keeps lying,Rachel,0,negative,1475,5,696,5,5,12,"00:16:22,648","00:16:24,399"
I 'm gon na go confront right,Rachel,0,negative,1475,7,696,7,5,12,"00:16:18,852","00:16:28,653"
So Chandler I-I 'd love come tonight,Phoebe,3,positive,1476,0,697,0,5,14,"00:14:34,164","00:14:36,374"
Oh absolutely Shall say around seven,Phoebe,3,positive,1476,2,697,2,5,14,"00:14:41,505","00:14:43,631"
Good I 'm really looking forward sexual intercourse,Phoebe,3,positive,1476,4,697,4,5,14,"00:14:48,053","00:14:52,056"
Good I 'm really looking forward sexual intercourse,Phoebe,3,positive,1477,0,697,4,5,14,"00:14:48,053","00:14:52,056"
Hey-hey check Check Ugly Naked Guy naked friend,Joey,6,positive,1477,1,697,5,5,14,"00:14:58,147","00:15:01,608"
Hey-hey check Check Ugly Naked Guy naked friend,Joey,6,positive,1478,0,697,5,5,14,"00:14:58,147","00:15:01,608"
Oh yeah Oh God That,Rachel,6,negative,1478,1,697,6,5,14,"00:15:07,740","00:15:18,207"
Oh yeah Oh God That,Rachel,6,negative,1479,0,697,6,5,14,"00:15:07,740","00:15:18,207"
Yeah Naked Ross,All,6,negative,1479,1,697,7,5,14,"00:15:14,872","00:15:18,207"
Y'know hey You Åf one ended remember,Ross,0,negative,1480,0,698,0,3,25,"00:16:23,607","00:16:25,650"
You still love,Ross,0,negative,1480,2,698,2,3,25,"0:16:31,240","0:16:32,283"
What mean What I mean wan na get back together,Ross,4,neutral,1480,4,698,4,3,25,"00:16:45,629","00:16:50,049"
Noo Maybe I I Åf know,Rachel,5,negative,1480,5,698,5,3,25,"00:16:50,217","00:16:54,512"
I I feel I-I,Rachel,5,negative,1480,7,698,7,3,25,"00:17:09,862","00:17:15,575"
I I I finally,Phoebe,6,positive,1481,0,699,0,5,24,"00:17:01,812","00:17:04,689"
I That quarter,The Lurker,0,negative,1481,1,699,1,5,24,"00:17:04,898","00:17:06,649"
Fine Here Take hike toots,Phoebe,0,negative,1481,2,699,2,5,24,"00:17:06,859","00:17:08,985"
Excuse sir This lady played quarter money,The Lurker,0,negative,1481,3,699,3,5,24,"00:17:10,487","00:17:14,782"
She sells drugs kids,Phoebe,1,negative,1481,4,699,7,5,24,"0:17:20,122","0:17:20,763"
Excuse sir This lady played quarter money,The Lurker,0,negative,1482,0,699,3,5,24,"00:17:10,487","00:17:14,782"
Is true miss,The Security Guard,4,neutral,1482,1,699,4,5,24,"00:17:14,992","00:17:16,284"
Is true miss,The Security Guard,4,neutral,1483,0,699,4,5,24,"00:17:14,992","00:17:16,284"
Sells drugs kids,Phoebe,1,negative,1483,1,699,5,5,24,"0:17:17,786","0:17:18,954"
She sells drugs kids,Phoebe,1,negative,1483,3,699,7,5,24,"0:17:20,122","0:17:20,763"
How talk dinner,Phoebe,4,neutral,1483,5,699,10,5,24,"00:17:29,048","00:17:31,758"
Okay lady 're,The Security Guard,1,negative,1483,6,699,11,5,24,"00:17:31,967","00:17:35,720"
No No ca n't arrest No I wo n't go back I wo n't go back hell hole,Phoebe,0,negative,1483,7,699,12,5,24,"00:17:35,929","00:17:38,014"
I 'm taking outside,The Security Guard,0,negative,1483,8,699,13,5,24,"00:17:39,767","00:17:42,268"
Listen I know wanted talk I idea may make want stay married We register,Ross,4,neutral,1484,2,700,2,6,1,"00:15:04,403","00:15:17,040"
Listen look I thought lot tell bottom line Ross stay married,Rachel,5,negative,1484,6,700,6,6,1,"00:15:21,170","00:15:30,929"
