,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
5548,yeah town near,Phoebe,4,1022,0
5549,freemont ah westburg,Monica,4,1022,1
5550,answering least know route,Phoebe,0,1022,2
5551,yeah definitely route,Rachel,4,1023,0
5552,okay rest stop route okay route okay either,Phoebe,4,1023,1
5553,know sorry always slept back drove,Rachel,5,1023,2
5554,hey send somebody check every rest stop also,Phoebe,4,1023,3
5555,okay,Phoebe,4,1023,4
5556,yeah,Phoebe,4,1023,5
5557,ugh okay well somebody come save u,Rachel,4,1023,6
5558,getting car ross live,Rachel,0,1023,7
5559,guy getting car think something else,Rachel,0,1023,9
5560,oh good oh joey chandler back,Phoebe,3,1023,10
5561,ugh okay well somebody come save u,Rachel,4,1024,0
5562,mean seen car come last hour half,Monica,2,1024,2
5563,think call ross maybe get car come pick u,Monica,4,1024,3
5564,getting car ross live,Rachel,0,1024,4
5565,hey send somebody check every rest stop also,Phoebe,4,1025,0
5566,okay,Phoebe,4,1025,1
5567,yeah,Phoebe,4,1025,2
5568,mean seen car come last hour half,Monica,2,1025,4
5569,think call ross maybe get car come pick u,Monica,4,1025,5
5570,oh good oh joey chandler back,Phoebe,3,1025,6
5571,going help went well,Monica,4,1025,7
5572,telling man saw,Joey,4,1026,0
5573,yeah well wrong okay wrong,Chandler,0,1026,1
5574,wrong wish sorry bet barium enema sound bad huh,Joey,5,1026,2
5575,gon na find love,Rachel,3,1027,0
5576,definitely,Phoebe,3,1027,1
5577,yeah pretty confident,Rachel,4,1027,2
5578,make easy happy monica chandler,Rachel,3,1027,3
5579,would nice little guarantee though,Rachel,4,1027,4
5580,mean,Phoebe,4,1027,5
5581,well know people make deal friend like neither married time marry,Rachel,4,1027,6
5582,mean backup,Phoebe,4,1027,7
5583,exactly,Rachel,3,1027,8
5584,yeah yeah got,Phoebe,4,1027,9
5585,yeah,Phoebe,3,1027,13
5586,serious,Rachel,6,1027,14
5587,yeah locked year ago,Phoebe,3,1027,15
5588,neither married time gon na marry joey,Rachel,6,1027,16
5589,yep shook yeah believe wanted seal deal,Phoebe,4,1027,17
5590,oh seriously,Rachel,6,1027,18
5591,yeah pretty confident,Rachel,4,1028,0
5592,make easy happy monica chandler,Rachel,3,1028,1
5593,would nice little guarantee though,Rachel,4,1028,2
5594,oh seriously,Rachel,6,1028,3
5595,yeah uh gon na,Joey,4,1028,4
5596,yeah sorry man wan na go watch,Chandler,4,1029,0
5597,yeah,Joey,3,1029,1
5598,good morning,Tag,4,1030,0
5599,hi tag hey fun uh joey last night,Rachel,3,1030,1
5600,oh yeah went knicks game,Tag,3,1030,2
5601,ohh nice,Rachel,3,1030,3
5602,went bar hooked u woman,Tag,3,1030,4
5603,mean like old woman,Rachel,1,1030,5
5604,well kinda old like,Tag,4,1030,6
5605,oh,Rachel,4,1030,7
5606,never used able talk girl bar got like phone number last night,Tag,6,1030,8
5607,great wow man joey must really taught stuff huh,Rachel,6,1030,9
5608,little,Tag,4,1030,10
5609,yeah,Rachel,6,1030,11
5610,doin,Tag,4,1030,12
5611,phoebe proud amazing,Monica,3,1031,0
5612,know,Phoebe,4,1031,1
5613,know,Phoebe,4,1032,0
5614,really hurt bad say,Rachel,3,1032,1
5615,say,Monica,6,1033,0
5616,roll another hard eight get married tonight,Chandler,3,1033,1
5617,serious,Monica,6,1033,2
5618,yes love never loved anybody much love,Chandler,3,1033,3
5619,never loved anybody much love,Monica,3,1033,4
5620,okay eight come take sign,Chandler,3,1033,5
5621,say,Chandler,4,1033,6
5622,okay,Monica,3,1033,7
5623,okay come let go right,Chandler,3,1033,8
5624,okay four one,Chandler,0,1033,9
5625,nobody move okay look way look way,Monica,0,1033,10
5626,could four five call,Monica,4,1033,12
5627,four,Chandler,4,1033,13
5628,think,Monica,4,1033,14
5629,okay eight come take sign,Chandler,3,1034,0
5630,say,Chandler,4,1034,1
5631,okay come let go right,Chandler,3,1034,2
5632,okay four one,Chandler,0,1034,3
5633,went table,Drunken Gambler,4,1034,4
5634,went table,Drunken Gambler,4,1035,0
5635,nobody move okay look way look way,Monica,0,1035,1
5636,well done whew come meat sweat,Joey,3,1036,0
5637,well joey proud,Monica,3,1036,1
5638,whoa hey got pie,Joey,6,1036,2
5639,yeah want,Monica,4,1036,3
5640,ah cut little sliver,Joey,3,1036,4
5641,little bigger,Joey,4,1036,5
5642,little bigger,Joey,4,1036,6
5643,afraid gon na run,Joey,0,1036,8
5644,cut real piece,Joey,0,1036,9
5645,well joey proud,Monica,3,1037,0
5646,yes believe expect call president moment,Chandler,4,1037,1
5647,yes believe expect call president moment,Chandler,4,1038,0
5648,anything,Phoebe,4,1038,1
5649,anything,Phoebe,4,1039,0
5650,nobody press stomach,Joey,4,1039,1
5651,ah cut little sliver,Joey,3,1039,2
5652,little bigger,Joey,4,1039,3
5653,little bigger,Joey,4,1039,4
5654,afraid gon na run,Joey,0,1039,6
5655,cut real piece,Joey,0,1039,7
5656,nobody press stomach,Joey,4,1040,0
5657,keep pant way,Rachel,4,1040,1
5658,whoa hey got pie,Joey,6,1040,2
5659,ah cut little sliver,Joey,3,1040,3
5660,little bigger,Joey,4,1040,4
5661,little bigger,Joey,4,1040,5
5662,afraid gon na run,Joey,0,1040,7
5663,cut real piece,Joey,0,1040,8
5664,phoebe oh god,Ross,6,1041,0
5665,need talk pretty urgent monica chandler,Phoebe,4,1041,1
5666,oh god,Ross,6,1041,2
5667,course course,Ross,4,1041,3
5668,umm would please excuse moment,Ross,4,1041,4
5669,umm know hometown,Ross,4,1041,5
5670,going,Ross,2,1041,6
5671,well umm much,Phoebe,4,1041,7
5672,thinking since guy got engaged maybe would nice privacy know,Phoebe,4,1041,8
5673,could move couple day,Phoebe,4,1041,9
5674,umm okay yeah sure wrong monica chandler,Ross,4,1041,10
5675,nothing,Phoebe,4,1041,11
5676,phoebe said urgent,Ross,0,1041,12
5677,oh yeah going movie start like five minute,Phoebe,4,1041,13
5678,realize classroom full student,Ross,0,1041,14
5679,oh sorry rude anyone want come movie,Phoebe,4,1041,15
5680,look look got way work past,Ross,5,1042,0
5681,okay imagine imagine life without,Ross,2,1042,1
5682,without without arm face heart,Ross,5,1042,2
5683,good heart rach,Ross,5,1042,3
5684,totally different person,Rachel,5,1042,5
5685,used think somebody would never ever hurt ever,Rachel,5,1042,6
5686,god stop picturing matter say ross,Rachel,5,1042,7
5687,changed everything,Rachel,5,1042,8
5688,forever,Rachel,5,1042,9
5689,yeah mean,Ross,5,1042,10
5690,come,Rachel,5,1042,11
5691,window clean candels lit,Monica,4,1043,0
5692,uh belt tight got ta change belt,Monica,3,1043,1
5693,turn fish,Monica,4,1043,2
5694,cause made lasagne,Monica,4,1043,3
5695,control,Monica,0,1043,4
5696,touch,Rachel,4,1043,5
5697,mon understand,Rachel,4,1043,6
5698,mean dating guy since like midterm,Rachel,6,1043,7
5699,mean sudden oh,Rachel,6,1043,8
5700,could tonight night,Rachel,3,1043,10
5701,know,Monica,4,1043,11
5702,look great guy love know,Monica,3,1043,12
5703,thing happen happen,Monica,3,1043,13
5704,plan thing,Monica,4,1043,14
5705,shave leg,Rachel,4,1043,15
5706,yeah,Monica,4,1043,16
5707,ross,Joey,0,1044,0
5708,okay raymond joey,The Casting Director,4,1044,1
5709,hi,Joey,3,1044,2
5710,okay uh well let try one whenever guy ready,The Casting Director,4,1044,3
5711,problem,The Casting Director,4,1044,5
5712,well noodle soup uh working tomato,Joey,4,1044,6
5713,okay problem,Joey,4,1044,7
5714,problem,Joey,4,1044,8
5715,hmm noodle soup,Joey,4,1044,9
5716,fine line hmm soup,The Casting Director,4,1044,10
5717,oh say,Joey,6,1044,11
5718,hmm noodle soup,The Casting Director,4,1044,12
5719,different oh yeah,Joey,6,1044,13
5720,right let try one,The Casting Director,4,1044,14
5721,hmm noodle soup,Joey,4,1044,15
5722,okay let,The Casting Director,4,1044,16
5723,okay,Joey,4,1044,17
5724,hmm soup mean noodle soup mean soup,Joey,0,1044,18
5725,need move,The Casting Director,0,1044,19
5726,one time see look hmm noodle soup damnit,Joey,0,1044,20
5727,well noodle soup uh working tomato,Joey,4,1045,0
5728,okay problem,Joey,4,1045,1
5729,problem,Joey,4,1045,2
5730,hmm noodle soup,Joey,4,1045,3
5731,okay,Joey,4,1045,4
5732,hmm soup mean noodle soup mean soup,Joey,0,1045,5
5733,come,Raymond,0,1045,6
5734,come,Raymond,0,1046,0
5735,need move,The Casting Director,0,1046,1
5736,okay give u second ross,Rachel,4,1047,0
5737,yeah,Ross,4,1047,1
5738,give money,Rachel,4,1047,2
5739,really think room,Ross,4,1047,3
5740,ross saving important people okay president,Rachel,0,1047,4
5741,well lot trouble know country,Ross,4,1047,5
5742,okay,Ross,4,1047,6
5743,uh say would would mind checking see umm private room may opened,Ross,4,1047,7
5744,know,Rachel,4,1047,8
5745,say really care tone,Rachel,0,1047,9
5746,hospital city problem whoa,Rachel,0,1047,10
5747,oh gosh,Rachel,6,1047,11
5748,ow ow contraction,Rachel,6,1047,13
5749,well lot trouble know country,Ross,4,1048,0
5750,okay,Ross,4,1048,1
5751,uh say would would mind checking see umm private room may opened,Ross,4,1048,2
5752,hospital,Nurse,4,1048,3
5753,hospital,Nurse,4,1049,0
5754,know,Rachel,4,1049,1
5755,say really care tone,Rachel,0,1049,2
5756,hospital city problem whoa,Rachel,0,1049,3
5757,oh gosh,Rachel,6,1049,4
5758,ow ow contraction,Rachel,6,1049,5
5759,would like see room,Nurse,4,1049,6
5760,yeah hurt look,Rachel,4,1049,7
5761,sayin dog experience jet lag whole um seven dog year one human year thing dog fly new york los angeles lose three hour loses like week half,Ross,4,1050,0
5762,funny,Kristin,3,1050,1
5763,blond woman woman touching close personal friend,Ross,4,1050,2
5764,mean lover,Kristin,6,1050,3
5765,wan na put label,Ross,4,1050,4
5766,wow uh anything else know,Kristin,6,1050,5
5767,oh god ross,Rachel,5,1051,0
5768,okay quick painful,Ross,4,1051,1
5769,oh god okay alright alright okay ross please hate,Rachel,2,1051,2
5770,oh,Ross,6,1051,3
5771,marcel,Rachel,4,1051,4
5772,yeah,Ross,4,1051,5
5773,well kind kind lost,Rachel,5,1051,6
5774,hi pheebs,Rachel,3,1052,0
5775,hi,Phoebe,3,1052,1
5776,ya,Rachel,4,1052,2
5777,good,Phoebe,4,1052,3
5778,umm pheebs remember coffee house decided going keep uh cute guy cell phone,Rachel,4,1052,4
5779,yeah,Phoebe,4,1052,5
5780,remember said going keep purse rang could pick,Rachel,4,1052,6
5781,yeah,Phoebe,3,1052,7
5782,remember going purse stealing phone,Rachel,0,1052,8
5783,ooh lost,Phoebe,2,1052,9
5784,stole phone,Rachel,0,1052,10
5785,saying called ring,Rachel,0,1052,12
5786,umm okay dial let show feature new ringing handbag oh work,Phoebe,2,1052,13
5787,phoebe,Rachel,0,1052,14
5788,puzzler bit puzzle um check copy room maybe left contract,Rachel,4,1053,1
5789,could left copy room,Tag,4,1053,2
5790,know tag genitals make phone call okay perfect world go please,Rachel,0,1053,3
5791,fine,Tag,0,1053,4
5792,ya doin welcome good see ya,Joey,3,1054,0
5793,phone,Stage Director,4,1054,1
5794,great uh really expecting lot call,Joey,4,1054,2
5795,answer take pledge,Stage Director,4,1054,3
5796,host,Joey,6,1054,4
5797,gary collins host answering phone,Stage Director,4,1054,5
5798,seem understand see drake remoray,Joey,4,1054,6
5799,well phone doctor,Stage Director,4,1054,7
5800,hey guy,Gunther,4,1055,0
5801,hey gunther hi mean going date noisy guy upstairs,Monica,6,1055,1
5802,hey gunther hi mean going date noisy guy upstairs,Monica,6,1056,0
5803,well charming,Phoebe,4,1056,1
5804,know charming two start going gon na make much harder hate,Monica,1,1056,2
5805,well gon na try,Phoebe,4,1056,3
5806,joey,Monica,4,1056,4
5807,joey,Monica,4,1057,0
5808,know chandler supposed passin em around,Joey,4,1057,1
5809,okay ten block five go,Chandler,0,1058,0
5810,oh wait stop stop stop,Monica,3,1058,1
5811,oh sorry need break,Chandler,6,1058,2
5812,boot tan hey get little closer see price,Monica,3,1058,3
5813,see right cost one husband,Chandler,3,1058,4
5814,okay sorry think walk rest way give boot,Monica,5,1058,5
5815,come,Phoebe,0,1059,0
5816,oh god,Monica,3,1059,1
5817,yeah like,Phoebe,4,1059,2
5818,oh yeah right,Monica,3,1059,3
5819,want take baby,Phoebe,3,1059,4
5820,uh phoebe,Monica,5,1059,5
5821,yeah say name say going cover back umm never,Phoebe,3,1059,6
5822,happy supposed vic happy,Kate,0,1060,0
5823,well tell supposed,Joey,0,1060,1
5824,huh,Joey,4,1060,2
5825,sure hell figure,Joey,0,1060,3
5826,talk nothin,Joey,4,1060,4
5827,look nothin,Joey,4,1060,5
5828,nothing,Joey,4,1060,6
5829,well tell supposed,Joey,0,1061,0
5830,huh,Joey,4,1061,1
5831,sure hell figure,Joey,0,1061,2
5832,talk nothin,Joey,4,1061,3
5833,look nothin,Joey,4,1061,4
5834,nothing,Joey,4,1061,5
5835,guy make fly high okay gon na pick tomorrow,The Director,3,1061,6
5836,guy make fly high okay gon na pick tomorrow,The Director,3,1062,0
5837,well ah,Kate,4,1062,1
5838,know happened,Chandler,0,1063,1
5839,yeah sex fell asleep,Monica,4,1063,2
5840,middle,Chandler,4,1063,3
5841,nooo true best time ever yeah rocked world,Monica,3,1063,4
5842,worry chandler globe united state,Joey,4,1064,0
5843,hey guy gon na go take walk,Phoebe,4,1064,1
5844,hell,Joey,6,1064,2
5845,knitting yes knit good,Phoebe,4,1064,3
5846,hey guy gon na go take walk,Phoebe,4,1065,0
5847,phoebe bag moving,Ross,6,1065,1
5848,oh,Phoebe,4,1065,2
5849,oh,Phoebe,4,1066,0
5850,seriously moving,Rachel,6,1066,1
5851,seriously moving,Rachel,6,1067,0
5852,hell,Joey,6,1067,1
5853,rach,Phoebe,6,1068,0
5854,second,Rachel,4,1068,1
5855,oh unexpected tell honor nominated,Phoebe,3,1068,2
5856,honey go reservation,Rachel,4,1068,3
5857,reservation neil simon neil thank word,Phoebe,4,1068,4
5858,okay honey finish later gon na late got ta go,Rachel,4,1068,5
5859,please play music uh one,Phoebe,3,1068,6
5860,ca believe want know,Rachel,6,1069,0
5861,mean could know mean doctor know carol know susan know,Rachel,3,1069,1
5862,monica know,Monica,4,1069,2
5863,monica know,Monica,4,1070,0
5864,wha heh could know even know,Ross,6,1070,1
5865,carol called thank lasagna asked told,Monica,4,1070,2
5866,wait oh hey huh oh great know know,Ross,0,1070,3
5867,sorry excited aunt,Monica,3,1070,4
5868,carol called thank lasagna asked told,Monica,4,1071,0
5869,gon na,Joey,3,1071,1
5870,sorry excited aunt,Monica,3,1071,2
5871,uncle,Joey,4,1071,3
5872,gon na,Joey,3,1072,0
5873,wait oh hey huh oh great know know,Ross,0,1072,1
5874,uncle,Joey,4,1073,0
5875,hey phoebe,Chandler,3,1073,1
5876,hey chandler table place close come,Joey,4,1073,2
5877,fine,Chandler,4,1073,3
5878,whoa store open tomorrow,Joey,6,1073,4
5879,coffee please,Chandler,3,1073,5
5880,hey phoebe,Chandler,3,1074,0
5881,hi pheebs,Ross,3,1074,1
5882,ca believe want know,Rachel,6,1075,0
5883,mean could know mean doctor know carol know susan know,Rachel,3,1075,1
5884,hi pheebs,Ross,3,1075,2
5885,pheebs,Rachel,3,1075,3
5886,ca believe want know,Rachel,6,1076,0
5887,mean could know mean doctor know carol know susan know,Rachel,3,1076,1
5888,pheebs,Rachel,3,1076,2
5889,fine,Phoebe,0,1076,3
5890,nothing sorry sort,Phoebe,5,1076,4
5891,oh right,Rachel,6,1076,5
5892,fine,Phoebe,0,1077,0
5893,phoebe matter,Monica,4,1077,1
5894,nothing sorry sort,Phoebe,5,1077,2
5895,phoebe,Monica,4,1077,3
5896,right know paolo,Phoebe,4,1077,4
5897,ca believe want know,Rachel,6,1078,0
5898,mean could know mean doctor know carol know susan know,Rachel,3,1078,1
5899,oh right,Rachel,6,1078,2
5900,hey chandler table place close come,Joey,4,1078,3
5901,fine,Chandler,4,1079,0
5902,phoebe,Monica,4,1079,1
5903,right know paolo,Phoebe,4,1080,0
5904,familiar work yes,Ross,4,1080,1
5905,well made move,Phoebe,0,1080,2
5906,well made move,Phoebe,0,1081,0
5907,whoa store open tomorrow,Joey,6,1081,1
5908,hey,Phoebe,4,1082,0
5909,hey,Joey,6,1082,1
5910,well thought lot said um realilized duh right maybe little judgmental,Phoebe,5,1082,2
5911,yeah oh oh,Phoebe,4,1082,3
5912,look phoebe remember hey fulfilling christmas,Joey,4,1082,4
5913,destiny,Phoebe,4,1082,5
5914,sure,Joey,4,1082,6
5915,yes,Phoebe,4,1082,7
5916,right,Joey,4,1082,8
5917,okay yikes one look fulfilled,Phoebe,6,1082,9
5918,oh ah one old one taking back,Joey,4,1082,10
5919,keep old one back ageist,Phoebe,0,1082,11
5920,well make room fresh one,Joey,4,1082,12
5921,happens old guy,Phoebe,5,1082,13
5922,well go chipper,Joey,4,1082,14
5923,feeling happy sound nooooo,Phoebe,2,1082,15
5924,hey hey,Joey,6,1082,16
5925,light still,Monica,4,1083,0
5926,yeah,Rachel,4,1083,1
5927,oh maybe napping,Monica,4,1083,2
5928,oh please sex,Rachel,5,1083,3
5929,whaddya think george like,Rachel,4,1083,4
5930,think shy,Monica,4,1083,5
5931,oh please sex,Rachel,5,1084,0
5932,shut,Monica and Phoebe,0,1084,1
5933,whaddya think george like,Rachel,4,1084,2
5934,think shy,Monica,4,1085,0
5935,yeah,Phoebe,6,1085,1
5936,yeah think draw preppy animal,Monica,4,1085,2
5937,hi hi ross know big big fan mean,Ross,3,1086,0
5938,girl,Isabella,4,1086,1
5939,well yeah kinda,Ross,4,1086,2
5940,um okay see understanding um see list five famous people allowed sleep,Ross,4,1086,3
5941,flattery,Ross,3,1086,4
5942,oh wait wait isabella,Ross,3,1086,5
5943,dismiss fast,Ross,2,1086,6
5944,mean lifetime opportunity,Ross,4,1086,7
5945,yeah list,Isabella,4,1086,8
5946,um yeah,Ross,4,1086,9
5947,may see,Isabella,4,1086,10
5948,um,Ross,2,1086,11
5949,come,Isabella,3,1086,12
5950,okay,Ross,4,1086,13
5951,list,Isabella,6,1086,14
5952,um see final draft,Ross,4,1086,15
5953,laminated,Isabella,0,1086,16
5954,yeah um okay see list friend chandler brought good point international bumped wynona rider local,Ross,4,1086,17
5955,ironic,Isabella,4,1086,18
5956,list five goofy coffee house guy yesterday bumped guy,Isabella,4,1086,19
5957,gon na friend,Ross,4,1086,20
5958,get lurker go get,Phoebe,0,1087,0
5959,hey pheebs,Chandler,3,1087,1
5960,ohh made,Phoebe,6,1087,2
5961,yeah could live without chan love,Chandler,3,1087,3
5962,ohh get room,Phoebe,1,1087,4
5963,ohh made,Phoebe,6,1088,0
5964,yeah could mad long,Monica,4,1088,1
5965,ohh get room,Phoebe,1,1088,2
5966,one,Monica,4,1088,3
5967,know use,Phoebe,1,1088,4
5968,yeah could mad long,Monica,4,1089,0
5969,yeah could live without chan love,Chandler,3,1089,1
5970,oh mon listen ask,Rachel,6,1090,0
5971,okay joey tribbiani invited back apartment lot girl,Rachel,4,1090,1
